"Relative Time","Action_Transaction","vuser_end_Transaction","vuser_init_Transaction"
"00:00","","","0"
"00:08","","","0"
"00:24","","","0"
"00:40","","","0"
"00:56","","","0"
"05:20","196.09","0",""
"05:36","188.6","0",""
"05:52","191.375","0",""
"06:08","185.722","0",""
