19 1708944110 0.200000 1 0.200000 0.200000 0.200000
20 1708944110 0.800000 1 0.800000 0.800000 0.800000
19 1708944115 0.200000 1 0.200000 0.200000 0.200000
20 1708944115 0.800000 1 0.800000 0.800000 0.800000
19 1708944120 0.400000 2 0.400000 0.400000 0.400000
20 1708944120 1.600000 2 1.600000 1.600000 1.600000
19 1708944125 0.200000 1 0.200000 0.200000 0.200000
20 1708944125 0.800000 1 0.800000 0.800000 0.800000
19 1708944130 0.200000 1 0.200000 0.200000 0.200000
20 1708944130 0.800000 1 0.800000 0.800000 0.800000
19 1708944145 0.200000 1 0.200000 0.200000 0.200000
20 1708944145 0.800000 1 0.800000 0.800000 0.800000
19 1708944150 0.400000 2 0.400000 0.400000 0.400000
20 1708944150 1.600000 2 1.600000 1.600000 1.600000
19 1708944155 0.400000 2 0.400000 0.400000 0.400000
20 1708944155 1.600000 2 1.600000 1.600000 1.600000
19 1708944160 0.600000 3 0.600000 0.600000 0.600000
20 1708944160 2.400000 3 2.400000 2.400000 2.400000
19 1708944165 0.200000 1 0.200000 0.200000 0.200000
20 1708944165 0.800000 1 0.800000 0.800000 0.800000
19 1708944170 0.800000 4 0.800000 0.800000 0.800000
20 1708944170 3.200000 4 3.200000 3.200000 3.200000
19 1708944175 0.600000 3 0.600000 0.600000 0.600000
20 1708944175 2.400000 3 2.400000 2.400000 2.400000
19 1708944180 0.800000 4 0.800000 0.800000 0.800000
20 1708944180 3.200000 4 3.200000 3.200000 3.200000
19 1708944185 0.800000 4 0.800000 0.800000 0.800000
20 1708944185 3.200000 4 3.200000 3.200000 3.200000
19 1708944190 1.000000 5 1.000000 1.000000 1.000000
20 1708944190 4.000000 5 4.000000 4.000000 4.000000
19 1708944195 0.800000 4 0.800000 0.800000 0.800000
20 1708944195 3.200000 4 3.200000 3.200000 3.200000
19 1708944200 1.000000 5 1.000000 1.000000 1.000000
20 1708944200 4.000000 5 4.000000 4.000000 4.000000
19 1708944205 1.000000 5 1.000000 1.000000 1.000000
20 1708944205 4.000000 5 4.000000 4.000000 4.000000
19 1708944210 0.800000 4 0.800000 0.800000 0.800000
20 1708944210 3.200000 4 3.200000 3.200000 3.200000
19 1708944215 1.200000 6 1.200000 1.200000 1.200000
20 1708944215 4.800000 6 4.800000 4.800000 4.800000
19 1708944220 0.800000 4 0.800000 0.800000 0.800000
20 1708944220 3.200000 4 3.200000 3.200000 3.200000
19 1708944225 0.800000 4 0.800000 0.800000 0.800000
20 1708944225 3.200000 4 3.200000 3.200000 3.200000
19 1708944230 0.800000 4 0.800000 0.800000 0.800000
20 1708944230 3.200000 4 3.200000 3.200000 3.200000
19 1708944235 1.000000 5 1.000000 1.000000 1.000000
20 1708944235 3.800000 5 3.800000 3.800000 3.800000
19 1708944240 0.400000 2 0.400000 0.400000 0.400000
20 1708944240 1.600000 2 1.600000 1.600000 1.600000
19 1708944245 0.600000 3 0.600000 0.600000 0.600000
20 1708944245 2.400000 3 2.400000 2.400000 2.400000
19 1708944250 0.600000 3 0.600000 0.600000 0.600000
20 1708944250 1.600000 2 1.600000 1.600000 1.600000
19 1708944255 0.600000 3 0.600000 0.600000 0.600000
20 1708944255 3.200000 4 3.200000 3.200000 3.200000
19 1708944260 1.000000 5 1.000000 1.000000 1.000000
20 1708944260 3.200000 4 3.200000 3.200000 3.200000
19 1708944265 0.600000 3 0.600000 0.600000 0.600000
20 1708944265 3.200000 4 3.200000 3.200000 3.200000
19 1708944270 0.600000 3 0.600000 0.600000 0.600000
20 1708944270 2.400000 3 2.400000 2.400000 2.400000
19 1708944275 0.400000 2 0.400000 0.400000 0.400000
20 1708944275 1.600000 2 1.600000 1.600000 1.600000
19 1708944280 0.400000 2 0.400000 0.400000 0.400000
20 1708944280 1.600000 2 1.600000 1.600000 1.600000
19 1708944285 1.000000 3 1.000000 1.000000 1.000000
20 1708944285 4.000000 3 4.000000 4.000000 4.000000
