8 1708942326 1.000000 -1 1.000000 1.000000 1.000000
8 1708942341 1.000000 -1 1.000000 1.000000 1.000000
8 1708942356 1.000000 -1 1.000000 1.000000 1.000000
8 1708942371 1.000000 -1 1.000000 1.000000 1.000000
8 1708942386 1.000000 -1 1.000000 1.000000 1.000000
20 1708942651 2.000000 -1 2.000000 2.000000 2.000000
22 1708942651 2.000000 -1 2.000000 2.000000 2.000000
20 1708942666 1.000000 -1 1.000000 1.000000 1.000000
22 1708942666 1.000000 -1 1.000000 1.000000 1.000000
20 1708942681 1.000000 -1 1.000000 1.000000 1.000000
22 1708942681 1.000000 -1 1.000000 1.000000 1.000000
20 1708942691 1.000000 -1 1.000000 1.000000 1.000000
22 1708942691 1.000000 -1 1.000000 1.000000 1.000000
